Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Wo Shishei,Male,55,Beijing,9,1,1,0,682,29322.52,0,1
Zheng Nengliang,Male,50,Tianjin,3,3,0,1,547,33986.04,99987,1
Xiao Jian,Male,35,Shanghai,10,1,1,0,543,14679.45,73073,0
Cha Buduo,Male,29,Beijing,10,1,1,0,633,35306.85,160154,0
Li Zhi,Female,33,Shanghai,9,2,0,0,730,33762.26,0,0
Zhen Dema,Male,40,Tianjin,5,1,0,1,607,34722.41,111431,0
Huang Jiangang,Male,29,Tianjin,3,1,1,0,686,12366.93,228016,0
La Ma,Female,38,Tianjin,5,2,0,1,593,25877.07,175469,0
Zhong Guoren,Female,29,Shanghai,2,2,1,0,647,34231.86,0,0
Ni Bai,Male,32,Tianjin,8,1,1,0,663,9017.44,160672,1
Te Ke,Male,36,Shanghai,2,2,1,1,674,34949.74,0,0
Zhao Lao,Female,43,Shanghai,6,1,1,1,455,15535.52,0,0
Hu Bao,Male,45,Beijing,8,1,0,0,797,23921.6,0,0
Hao Ya,Male,40,Beijing,9,1,1,1,721,30645.82,145300,0
Yi Baoduo,Male,32,Shanghai,10,1,1,1,566,30571.89,181439,0
De Daogao,Female,31,Beijing,7,1,1,0,658,19532.26,152489,0
Guan Yu,Male,35,Beijing,6,1,0,0,443,2666.66,198167,0
Si Shi,Female,31,Beijing,1,1,1,1,759,8032.99,135114,0
Kong Pi,Male,37,Beijing,1,1,1,0,703,3944.43,184207,1
Li Zhi,Male,43,Shanghai,3,1,1,1,637,20032.49,211801,0
Tian Tian,Male,25,Shanghai,5,2,1,1,646,8133.38,224939,1
Ren Gui,Male,42,Tianjin,3,2,1,0,772,17760.71,92343,1
Kong Pi,Male,27,Tianjin,3,2,1,0,691,27221.36,197241,0
Xiao Jian,Male,34,Tianjin,1,2,1,0,462,26477.66,116460,0
Da Chishi,Female,43,Beijing,4,2,1,1,672,31995.56,113897,0
Yu Laoren,Male,33,Beijing,1,2,0,1,787,11885.95,155704,0
Qu Bo,Male,37,Beijing,10,1,1,1,702,18112.52,185147,0
Jia Shi,Male,35,Beijing,9,2,1,1,663,37395.84,0,0
Tan Anwen,Male,30,Beijing,8,1,0,0,642,11850.44,144518,0
Ba Genru,Female,25,Beijing,4,1,1,0,718,12051.81,133691,0
San Shaneshi,Male,44,Beijing,9,1,1,0,481,12524,215623,1
Zhao Lao,Male,54,Beijing,8,1,1,1,585,10582.43,107140,0
Te Ke,Male,25,Beijing,5,2,1,0,787,9045.48,0,0
Zhen Dema,Male,34,Shanghai,8,1,1,0,642,13783,0,0
Guo Hechai,Male,50,Tianjin,3,1,1,0,443,8191.23,144164,1
Qi Fei,Male,35,Shanghai,1,1,1,1,719,31550.47,124021,0
Tan Anwen,Male,35,Shanghai,5,2,1,0,758,18166.27,0,0
Tian Tian,Female,71,Shanghai,10,2,1,1,604,24853.57,0,0
La Ma,Female,37,Tianjin,3,1,1,1,705,6944.71,135268,1
Li Hong,Female,43,Beijing,10,2,1,0,554,28609.77,0,1
Zheng Nengliang,Female,38,Beijing,5,2,1,0,660,37458.23,136002,0
Wu Zhihui,Female,38,Beijing,2,2,1,0,800,13011.86,206874,0
Zhao Lao,Female,37,Tianjin,10,1,1,0,780,24151.12,117091,1
Ba Qiu,Male,42,Beijing,2,1,1,1,723,3348.47,121888,0
La Ma,Male,57,Beijing,6,1,1,1,548,25532.98,93684,0
Te kepa,Female,35,Shanghai,8,2,1,0,702,10456.81,17543,0
Ji Leyuan,Male,37,Tianjin,2,2,1,0,815,455.75,136256,0
Chen De,Male,34,Shanghai,4,2,1,0,611,32686.53,0,0
Te Ke,Male,51,Beijing,5,1,0,0,847,27568.65,120006,1
Wang Qiang,Male,39,Tianjin,0,2,0,0,350,23633.29,134972,1
Zhi Fen,Female,39,Beijing,7,1,1,0,557,22043.59,60974,1
Huang Zuihao,Female,38,Beijing,7,1,1,1,645,32069.45,73269,0
Dao Lema,Female,34,Shanghai,10,2,0,0,693,29566.22,132294,0
Zhang De,Female,61,Tianjin,4,2,1,0,713,23645.05,183916,0
Te Ke,Male,37,Beijing,5,2,0,1,682,21520.97,0,0
Na De,Female,27,Tianjin,7,1,1,1,624,32005.23,128964,0
Li Si,Female,36,Beijing,2,2,0,1,695,32074.48,0,0
Dao Lema,Female,32,Tianjin,5,2,0,1,747,14793.56,83019,0
Shen De,Female,40,Beijing,10,1,1,0,635,25230.06,151902,1
Zhang Jie,Female,36,Beijing,4,1,0,0,785,36448.75,166589,0
Ren Shi,Male,36,Shanghai,4,1,1,0,574,31943.96,95900,1
Wo lIaobu,Male,39,Beijing,7,2,0,1,521,124.96,0,0
Er Shiduo,Male,44,Shanghai,5,1,1,0,744,15734.38,148405,0
Zen Meban,Female,34,Beijing,8,2,1,0,732,35943.75,150476,0
Ping Shide,Male,37,Beijing,5,2,0,0,698,4783.41,121033,0
De Daogao,Male,33,Beijing,2,1,0,0,596,12073.06,171526,0
Jia Shi,Male,36,Beijing,1,2,1,1,798,30409.96,0,0
Mao Laoren,Male,36,Beijing,9,1,1,1,579,11645.52,159690,0
Zhang De,Female,33,Beijing,9,2,0,1,571,14822.1,0,0
Di Shioing,Male,40,Tianjin,2,3,0,0,670,33848.56,202887,1
Yi Baoduo,Female,48,Tianjin,1,2,0,0,667,21666.68,119475,1
Ye Xu,Male,48,Beijing,5,1,1,0,746,29404.67,203297,1
Xue Baochai,Male,33,Shanghai,3,2,1,0,779,5889.99,0,0
Zhen Shi,Female,32,Shanghai,4,1,1,1,650,22624.23,97724,0
Ni Bai,Female,29,Shanghai,6,2,0,1,507,18122.54,0,0
Wo lIaobu,Male,35,Tianjin,9,1,1,0,479,19015.26,114186,1
Dou Bai,Female,38,Beijing,5,1,0,1,547,30441.17,206074,0
Li Si,Male,38,Beijing,10,1,1,0,648,14311.02,101718,0
Zhen dema,Female,22,Beijing,6,2,1,0,561,14012.77,229750,0
Ji Leyuan,Female,39,Beijing,4,1,1,0,591,2854.45,185116,0
Zhang De,Female,23,Beijing,10,2,1,1,697,15245.55,0,0
Jia Baoyu,Male,37,Tianjin,8,2,0,0,631,29143.95,170100,1
Tan Anwen,Male,33,Beijing,5,1,0,1,572,7865.97,0,0
Zhen Dema,Female,25,Tianjin,7,1,1,0,630,17882.26,97978,0
San Shaneshi,Female,24,Beijing,2,1,1,0,634,12111.02,107518,0
Ye Xu,Male,31,Tianjin,4,1,1,1,759,9145.85,121647,0
Xue Baochai,Male,51,Beijing,8,1,1,0,603,17923.46,229795,1
Dou Bai,Female,38,Beijing,5,1,1,1,560,6356.78,102969,0
Tian Tian,Male,38,Beijing,9,2,1,0,640,16984.25,0,0
Li Zhi,Male,66,Beijing,0,2,0,1,639,8076.58,0,0
Zhuan Ji,Male,38,Tianjin,4,1,0,1,687,16901.83,144689,0
Cuo De,Female,27,Beijing,8,2,1,1,546,2840.93,0,0
Bao Qiao,Male,52,Tianjin,8,2,1,1,597,30799.91,102943,0
Jia Shi,Male,37,Beijing,1,2,1,0,701,31253.83,0,0
Guan Yu,Male,37,Shanghai,1,2,0,0,590,25532.69,0,0
Guo Hechai,Female,54,Shanghai,5,2,0,1,654,9013.2,0,0
Si Shiba,Male,38,Shanghai,6,2,1,1,597,4791.4,142314,0
San Shaneshi,Female,29,Tianjin,4,1,1,0,687,23352.68,97095,1
La Ma,Female,35,Beijing,1,1,1,1,787,3175.36,130708,0
Xue Baochai,Female,40,Shanghai,7,2,0,1,621,25102.02,0,1
Zhen Dema,Male,29,Beijing,7,1,1,1,450,8313.69,144156,0
Wu Baige,Male,38,Tianjin,8,1,1,0,589,18949.7,113430,0
Wo Bai,Male,28,Shanghai,1,1,1,0,727,7716.51,0,0
Mao Xi,Male,58,Shanghai,1,2,1,1,535,2252.38,0,1
Mao Laoren,Male,33,Shanghai,6,2,0,0,624,14637.03,0,0
Li Hong,Female,45,Shanghai,1,2,1,1,531,31499.33,155590,0
Lang Ping,Male,35,Beijing,8,1,1,1,602,4301.96,0,0
Tian Tian,Male,31,Beijing,1,1,1,0,633,9293.82,0,0
Wo Bai,Male,35,Beijing,5,1,1,0,516,24389.72,158244,0
Dao Lema,Female,39,Beijing,7,2,0,1,802,11376.1,147780,1
Zhen Dema,Female,37,Tianjin,9,1,1,0,652,30426.92,178620,0
Ba Genru,Female,43,Shanghai,5,2,0,0,529,15196.29,0,0
Dou Bai,Male,36,Shanghai,4,2,1,0,600,27463.73,0,0
Qi Lai,Male,34,Tianjin,5,2,1,0,780,33888.18,115754,0
Shuai Jile,Female,27,Beijing,3,1,1,1,632,11989.17,132072,0
Mao Xi,Male,19,Beijing,2,2,1,1,597,17406.64,0,0
Wu Zhihui,Male,29,Beijing,8,1,1,0,681,12689.73,0,0
Tian Tian,Female,37,Beijing,3,2,1,1,677,7314,0,0
Er Shazi,Male,42,Shanghai,4,3,0,1,615,23005.94,0,0
Zhen Dema,Female,41,Beijing,5,2,1,1,850,6659.16,0,0
Zai Jian,Female,40,Beijing,8,2,1,0,556,11876.23,0,0
Li Hong,Female,33,Beijing,6,2,1,1,679,18741.08,0,0
Lang Ping,Male,52,Shanghai,1,2,1,1,634,33826.65,0,0
Zhao De,Female,51,Beijing,4,1,0,0,446,13501.62,129219,0
Lin Daiyu,Male,37,Shanghai,7,2,1,0,652,13152.95,0,0
Lin Daiyu,Male,43,Beijing,8,1,1,1,521,17816.46,0,0
Ba Genru,Male,42,Shanghai,5,2,1,1,807,14321.39,0,0
Wo lIaobu,Male,43,Shanghai,5,2,1,1,436,6823.6,0,0
Zhong Guoren,Male,31,Tianjin,5,1,1,0,526,25316.37,179011,0
Yi zhi,Female,44,Beijing,6,2,0,0,623,31962.22,0,0
We Maoqian,Male,46,Beijing,6,3,1,0,805,31098.11,145167,1
Qiu Liwei,Female,49,Tianjin,9,1,1,0,760,22415.46,112549,1
Te kepa,Female,62,Shanghai,8,1,1,1,607,4471.65,132846,1
Tian Tian,Male,48,Shanghai,10,2,1,1,557,35390.91,0,0
Wo lIaobu,Female,32,Beijing,2,2,1,1,775,30797.27,133700,0
Zhen Haowao,Male,54,Beijing,3,1,1,0,474,20728.33,0,1
Wu Zhihui,Female,35,Tianjin,2,1,0,0,850,2416.76,99546,1
Mao Laoren,Female,37,Shanghai,9,2,1,0,794,13003.6,0,0
Wu Shangui,Female,30,Tianjin,8,1,1,0,659,7732.52,189616,0
Qiu Liwei,Male,25,Shanghai,10,2,1,1,641,34571.39,0,0
Li Hong,Female,37,Beijing,9,2,0,0,548,18743.7,0,0
Da Chishi,Male,43,Tianjin,5,2,0,0,635,29305.03,97161,0
Zheng Nengliang,Male,29,Shanghai,9,3,0,1,610,16044.4,0,0
Sheng Shiwu,Male,33,Beijing,7,1,1,1,631,11098.09,0,1
Zhen Shi,Female,36,Beijing,1,1,1,1,795,25886.97,186769,0
Zhao De,Female,40,Beijing,1,2,1,0,495,28818.43,172443,0
Guo Hechai,Male,61,Tianjin,7,1,1,0,498,35802.59,126018,1
San Shaneshi,Male,32,Tianjin,2,2,1,1,682,31390.14,129352,0
Lang Ping,Male,39,Beijing,0,1,0,1,679,30560.34,106818,0
Zheng Nengliang,Female,28,Beijing,9,2,1,1,845,10743.01,0,0
San Shaneshi,Male,40,Beijing,3,1,1,0,513,20081.92,173435,0
Ren Gui,Female,33,Tianjin,10,1,1,1,516,24332.06,170783,0
San Shaneshi,Female,43,Beijing,3,1,1,0,699,38122.09,99340,1
Ba Genru,Male,38,Beijing,3,1,0,0,534,27521.65,0,0
La Ma,Female,32,Beijing,0,1,1,0,660,16176.86,141043,0
Qiu Ba,Male,39,Beijing,6,1,0,0,605,1843.47,136739,0
Huang Jiangang,Male,42,Shanghai,2,1,1,1,679,32178.63,0,0
We Po,Female,20,Tianjin,0,1,0,0,613,21712.75,144348,1
Zhong Guoren,Male,30,Shanghai,1,1,1,1,683,12434.99,139306,0
Zhao De,Male,46,Beijing,2,2,1,0,616,26221.12,0,0
Er Shiduo,Male,35,Beijing,10,2,0,0,516,22880.68,128029,0
Si Shi,Female,41,Shanghai,7,2,0,0,614,26346.3,180807,0
Zhang San,Female,29,Tianjin,8,1,1,1,633,18677.71,129081,0
Fei Xing,Female,43,Shanghai,3,2,0,1,496,38146.37,0,0
Tian Tian,Male,37,Beijing,2,1,0,1,776,1542.06,0,0
Lang Ping,Female,26,Beijing,8,1,1,1,633,11494.56,152867,0
Zhuan Ji,Male,50,Beijing,9,4,1,0,644,37547.06,94485,1
Zhang Jie,Male,53,Tianjin,5,1,1,0,553,31621.15,157437,1
Er Shiduo,Female,41,Beijing,8,2,1,0,752,26738.82,0,1
Ping Shide,Female,32,Beijing,8,2,1,1,700,30945.66,136435,1
San Shaneshi,Female,42,Beijing,5,1,1,1,640,1607.02,216602,0
Yi Baoduo,Female,50,Beijing,1,1,1,0,672,2314.87,0,1
Wo lIaobu,Female,40,Beijing,3,1,0,1,540,38214.67,203317,0
Jia Shuji,Male,43,Beijing,1,2,1,0,807,6670.75,130133,1
Lang Ping,Female,40,Beijing,7,3,1,0,698,20614.78,129226,1
Zhen Haowao,Female,32,Tianjin,9,2,1,1,728,29186.13,157160,0
Chen De,Female,50,Beijing,8,1,0,1,670,604.04,170158,0
Cha Buduo,Female,34,Tianjin,10,1,1,0,588,29393.36,159184,0
Dao Lema,Male,43,Shanghai,2,1,1,1,727,20538.24,119806,1
Yi zhi,Male,36,Tianjin,4,2,1,0,659,16122.55,163072,0
Zhang Ming,Female,39,Shanghai,1,2,1,0,553,8482.48,175739,0
Zhao Hu,Female,37,Beijing,10,1,1,0,724,30184.09,84376,0
Shei Zhidao,Female,24,Shanghai,0,1,1,1,594,13652.99,119776,0
Li Si,Female,33,Shanghai,1,2,0,0,660,22530.57,0,0
Wo lIaobu,Female,44,Shanghai,7,2,1,1,616,26270.12,237652,0
Zhen dema,Female,60,Beijing,7,1,1,1,508,24772.99,176212,0
Tian Ci,Male,19,Shanghai,5,2,1,0,615,30577.61,0,0
Yu Laoren,Female,28,Beijing,4,1,1,1,499,4206.86,174405,0
Er Shazi,Female,47,Beijing,7,2,0,0,571,21485.08,0,0
Zhao Wei,Male,35,Tianjin,3,1,0,1,562,33864.76,175024,0
Zen Meban,Male,59,Tianjin,8,2,0,0,598,11509.01,145399,1
Na De,Male,32,Beijing,7,1,0,1,553,20871.81,78821,0
Fei Xing,Male,29,Shanghai,7,2,1,0,786,12417.89,99501,0
Zhang Jie,Male,40,Beijing,1,2,1,1,678,35820.91,0,0
De Daogao,Female,27,Tianjin,2,1,0,0,665,35852.4,181346,0
Wei Sansi,Male,43,Beijing,4,2,1,0,663,28566.21,107778,0
Qi Fei,Male,38,Beijing,7,1,0,0,717,36171.26,119875,0
Ping Shide,Male,41,Shanghai,7,2,1,1,785,38070.53,0,0
Ke Lian,Male,24,Shanghai,0,2,1,1,597,35913.21,132911,0
Ye Xu,Female,36,Tianjin,9,2,1,0,635,37615.88,99915,0
Wei Sansi,Male,44,Beijing,9,1,1,0,603,26448.99,0,0
Ba Genru,Female,32,Shanghai,4,1,0,0,707,26171.55,163388,0
La Ma,Female,44,Tianjin,6,1,1,0,655,12400.28,180193,1
Qiu Liwei,Female,32,Shanghai,0,1,1,1,673,13933.71,0,0
Ye Xu,Female,55,Tianjin,1,1,1,0,689,8100.33,93845,1
Zhong Guoren,Male,50,Beijing,9,2,0,0,657,7107.35,0,0
Qi Lai,Male,45,Shanghai,3,2,1,1,718,37041.01,129478,0
Zhao Hu,Male,29,Tianjin,0,1,0,0,697,27112.61,212413,0
Qu Bo,Female,53,Beijing,3,1,1,1,537,17477.36,0,0
Qi Moamao,Male,46,Beijing,10,1,1,0,595,14051.46,0,1
Bao Qiao,Female,34,Beijing,1,2,1,0,496,34578.35,126350,0
Zhang Ming,Male,61,Beijing,1,2,1,1,529,36591,0,0
Zhao De,Male,43,Beijing,4,1,1,1,736,10106.47,216645,0
Zhang Jia,Female,29,Tianjin,2,2,1,1,631,6044.61,119142,0
Bao Qiao,Female,31,Beijing,3,1,1,0,643,27373.29,206578,0
Ren Gui,Male,31,Beijing,9,2,1,1,726,20290.11,0,0
Jia Shi,Male,31,Beijing,4,1,1,0,527,32382.77,0,0
Xue Qiao,Female,59,Shanghai,1,1,0,1,584,24906.33,0,1
We Po,Male,43,Shanghai,1,2,1,1,478,37842.52,0,0
Zhong Guoren,Male,41,Shanghai,1,1,1,1,615,10621.65,155931,0
Zhong Guoren,Female,43,Shanghai,4,1,0,1,581,19165.58,209313,0
Qi Moamao,Female,33,Shanghai,3,2,0,1,809,27041.44,0,0
Zhao Hu,Male,42,Beijing,1,1,1,0,532,19308.39,195600,1
Wo Shishei,Male,43,Tianjin,10,2,1,1,735,37604.83,151511,0
Guo Hechai,Female,28,Shanghai,5,2,0,1,794,16577.43,0,0
Yu Laoren,Male,36,Beijing,3,2,1,0,666,6722.09,0,0
Li Zhi,Female,40,Beijing,7,1,1,0,480,32568.38,0,1
Wei Sansi,Female,40,Tianjin,9,2,1,1,832,25743.58,132408,0
Qiu Liwei,Male,32,Tianjin,2,1,1,1,548,10682.09,121753,0
Ni Bai,Male,38,Beijing,5,2,1,1,709,15574.05,0,0
Lang Ping,Male,58,Tianjin,8,2,1,1,679,16636.36,154796,0
Huang Zuihao,Female,52,Beijing,2,1,1,1,625,16177.06,97747,0
Hu Bao,Female,47,Beijing,1,3,0,0,731,36660.54,141959,1
Qiu Ba,Female,27,Beijing,4,2,0,0,666,16969.68,0,0
San Shaneshi,Male,25,Shanghai,6,2,1,1,670,14982.58,0,0
We Maoqian,Male,31,Tianjin,8,2,1,1,757,37682.09,183376,0
Jia Shuji,Male,31,Beijing,9,1,1,1,641,6162.82,138369,0
Hu Bao,Female,34,Tianjin,1,1,0,0,420,28579.56,166726,1
Yi Baoduo,Female,34,Beijing,4,2,0,0,549,26666.07,0,0
Hao Ya,Male,31,Shanghai,5,1,0,1,572,22943.96,120674,0
Zhang Ming,Male,27,Shanghai,6,2,0,0,698,5287.65,154276,0
De Daogao,Male,34,Beijing,5,1,1,0,687,36537.78,157773,0
Huang Jiangang,Male,34,Beijing,0,2,1,0,813,8254.13,0,0
Guan Yu,Male,49,Tianjin,9,2,1,0,626,35792.01,211299,0
Zhi Fen,Female,32,Tianjin,1,2,1,0,763,11577.9,133413,1
Yi Baoduo,Female,49,Tianjin,1,4,0,0,819,31771.37,148408,1
Zhen Haowao,Male,32,Beijing,2,1,1,1,795,37919.16,144236,0
Zen Meban,Female,38,Beijing,4,2,1,0,520,10781.76,0,0
Wu Baige,Male,35,Beijing,8,2,1,0,718,18130.18,0,0
Cuo De,Male,40,Tianjin,5,3,1,0,596,28417.48,76739,1
Zhao Hu,Female,29,Tianjin,6,1,1,0,499,22681.44,182103,0
Li Si,Female,24,Shanghai,1,1,0,0,812,15917.23,113747,0
Cuo De,Female,35,Tianjin,0,2,0,1,724,31991.02,211539,0
Zen Meban,Female,38,Beijing,2,2,0,0,646,34178.34,0,0
Qi Moamao,Female,29,Beijing,3,3,1,0,755,905.15,0,0
Jia Shi,Female,27,Beijing,2,2,0,1,557,859.95,0,0
Ni Bai,Male,30,Beijing,10,1,0,0,495,33030.52,159600,0
Ping Shide,Female,42,Beijing,4,1,1,1,597,20428.51,79630,0
Wo Bai,Male,28,Shanghai,1,2,0,0,760,3114.22,173477,0
Hu Bao,Female,24,Beijing,1,2,1,1,625,34602.2,0,0
We Po,Female,45,Beijing,6,2,0,1,544,28948.62,0,0
Dou Bai,Male,44,Shanghai,5,1,1,0,593,24483.17,0,0
Wo lIaobu,Male,40,Beijing,4,1,1,1,501,19203.4,154774,0
Jia Baoyu,Female,39,Shanghai,2,2,0,0,633,36559.66,0,0
Kong Pi,Male,33,Tianjin,7,2,1,1,643,7696.14,121315,0
Ping Shide,Male,29,Shanghai,0,2,0,1,613,25601.78,0,0
Dao Lema,Male,61,Beijing,3,1,1,1,594,36794.28,76741,0
Zhuan Ji,Female,30,Beijing,10,2,1,1,594,23723.08,0,0
We Maoqian,Female,61,Beijing,3,4,0,1,611,12665.05,161848,1
Zai Jian,Female,26,Shanghai,8,2,1,1,622,23893.84,0,0
Qu Bo,Female,45,Tianjin,2,2,0,1,561,22126.01,206745,0
Si Shiba,Male,33,Tianjin,7,2,0,1,648,32823.74,166432,0
Wu Baige,Female,37,Beijing,7,1,0,0,646,31248.02,118767,0
Tian Ci,Female,51,Tianjin,1,1,0,1,840,7014.74,107969,1
Qiu Ba,Male,31,Shanghai,4,2,1,1,503,4138.63,0,0
Si Shiba,Male,68,Beijing,2,2,1,1,693,11446.45,0,0
Qi Moamao,Female,43,Shanghai,3,2,0,1,734,18128.46,68700,1
Wu Shangui,Male,51,Beijing,10,1,1,1,350,24058.08,0,1
Zhang Ming,Male,31,Beijing,3,1,0,0,735,13944.1,147057,0
Ren Gui,Male,35,Tianjin,8,2,1,1,637,16206.63,180967,0
Guan Yu,Male,22,Beijing,5,1,0,0,734,23306.75,159969,1
Xiao Jian,Female,33,Beijing,1,2,1,0,571,19646.4,0,0
San Shaneshi,Female,56,Beijing,0,1,0,1,604,23891.88,77161,0
Shuai Jile,Male,31,Beijing,4,2,0,1,472,14019.5,72155,0
Li Hong,Female,71,Beijing,8,2,0,1,804,28297.5,0,0
Zhong Guoren,Female,26,Beijing,4,2,0,1,641,5383.81,112604,0
Jia Shi,Female,46,Beijing,8,1,0,0,797,31102.93,0,0
Si Shiba,Male,38,Shanghai,6,2,0,0,769,19960.56,0,0
Shei Zhidao,Male,36,Beijing,9,2,1,1,667,7660.09,0,0
Ren Shi,Male,34,Beijing,9,2,1,0,786,27632.34,0,0
Hao Ya,Female,34,Beijing,9,1,1,0,623,4637.7,0,0
Zhen Shi,Female,32,Beijing,4,1,1,1,801,7246.36,92460,0
Qi Lai,Male,44,Tianjin,2,1,0,0,544,13236.74,133942,1
Shei Zhidao,Female,33,Beijing,4,1,1,0,591,23828.88,139904,0
Hao Ya,Male,24,Beijing,6,1,1,1,591,4839.54,181253,0
Kong Pi,Male,61,Beijing,5,2,1,1,597,15544.77,0,0
Xue Qiao,Male,63,Beijing,4,2,1,1,793,15348.38,127588,0
Hu Ying,Male,36,Beijing,4,2,1,1,818,1536.71,0,0
Cuo De,Male,37,Shanghai,7,2,1,1,688,21783.23,169940,0
Zai Jian,Female,23,Shanghai,9,2,0,1,451,9181.97,0,0
Dou Bai,Female,34,Beijing,2,1,1,0,700,24500.24,93877,0
Shen De,Female,44,Beijing,9,2,0,0,554,22006,167052,0
Shei Shiwo,Male,48,Beijing,1,1,0,1,682,32283.02,170697,0
Qi Hui,Male,27,Tianjin,1,2,1,1,850,5022.02,124572,0
Zhao Lao,Female,45,Beijing,5,2,1,1,811,27939.42,0,0
Cha Buduo,Male,52,Tianjin,8,1,1,1,695,4299.35,126719,0
We Maoqian,Male,33,Beijing,4,2,1,1,752,7566.11,0,0
Ren Shi,Male,43,Tianjin,4,2,0,1,533,2397.21,98944,0
Chen De,Female,31,Tianjin,4,1,0,1,850,11842.46,202547,0
Li Si,Male,38,Beijing,5,2,1,1,684,37926.43,129236,0
Guan Yu,Male,24,Beijing,4,1,1,0,429,8828.05,117762,0
Qiu Ba,Male,30,Shanghai,2,1,1,1,850,1143.05,173479,0
Bao Qiao,Male,36,Tianjin,6,2,1,0,664,23409.76,87506,0
Jia Baoyu,Male,40,Shanghai,6,1,0,0,490,36498.87,192017,0
Xue Baochai,Female,54,Shanghai,2,2,1,1,639,10295.16,0,0
Ping Shide,Female,41,Beijing,4,1,0,0,576,36526.8,138510,1
Wang Qiang,Male,88,Shanghai,10,2,1,1,513,10124.71,0,0
Kong Pi,Female,37,Shanghai,0,1,0,1,525,25147.55,0,0
Kan Jian,Male,59,Tianjin,8,1,0,0,613,5347.03,112441,1
Ren Shi,Male,32,Shanghai,7,2,1,0,507,12987.79,0,0
Tan Anwen,Male,38,Beijing,7,1,1,1,569,20739.8,0,0
Zhang De,Male,38,Tianjin,9,1,1,0,613,15022.3,82547,1
Wo lIaobu,Female,43,Shanghai,6,1,0,0,685,13136.08,144282,0
Wo lIaobu,Male,37,Beijing,9,2,1,0,650,3436.72,0,0
Shei Shiwo,Female,42,Shanghai,6,2,1,0,563,29512.03,121839,1
Qi Lai,Male,36,Shanghai,3,1,1,0,525,12856.21,95830,0
San Shaneshi,Female,32,Beijing,7,1,1,0,789,20554.37,85391,0
Li Zhi,Female,39,Beijing,4,1,1,0,657,18583.7,98761,0
Zhuan Ji,Male,38,Shanghai,7,1,1,0,624,25831.12,152405,0
San Shaneshi,Female,22,Beijing,0,2,1,1,539,7413.5,124090,0
Wo lIaobu,Female,62,Tianjin,7,1,0,0,528,32219.44,163837,1
Wang Qiang,Male,51,Beijing,9,1,0,0,461,10854.23,147465,1
Sheng Shiwu,Female,27,Beijing,2,1,1,0,712,24246.49,163602,0
Wang Qiang,Female,35,Shanghai,2,1,1,0,752,8477.15,0,1
Guo Hechai,Female,23,Tianjin,5,1,1,0,758,19590.98,150969,1
Ye Xu,Female,42,Beijing,7,1,0,0,695,8867.04,149388,0
Er Shiduo,Female,22,Tianjin,10,1,0,0,533,8384.71,142365,0
Zhang De,Female,27,Beijing,9,2,1,0,653,18437.72,0,0
Dou Bai,Male,38,Tianjin,3,1,0,0,606,7085.01,122874,0
Da Chishi,Male,28,Shanghai,8,2,1,0,639,24199.05,0,0
Yi zhi,Male,33,Tianjin,2,2,0,1,812,20149.8,156400,0
We Po,Female,37,Shanghai,8,2,1,1,673,35051.39,0,0
Fei Xing,Male,32,Shanghai,5,2,0,1,796,22530.18,126411,0
Qiu Deba,Male,32,Beijing,1,1,1,1,703,10754.63,154594,0
Guan Yu,Male,26,Tianjin,4,1,1,1,603,17751.56,134275,0
Zhang De,Male,38,Tianjin,7,2,1,1,795,24296.16,154861,0
Zai Jian,Male,31,Shanghai,6,1,1,0,529,2031.72,0,0
Dao Lema,Male,23,Beijing,2,1,0,0,570,38017.39,0,0
Hu Ying,Male,34,Beijing,5,1,0,0,817,31656.37,159012,0
Bao Qiao,Female,62,Beijing,3,1,0,0,538,3380.88,92313,1
Zen Meban,Male,31,Beijing,7,1,1,1,621,28430.04,168090,0
Te Ke,Female,30,Tianjin,6,1,1,0,627,35995.88,71105,0
Wu Zhihui,Female,33,Tianjin,2,1,0,1,850,14324.59,102600,0
Qi Hui,Female,36,Beijing,3,2,1,0,625,7895.81,0,1
Sheng Shiwu,Male,66,Beijing,8,2,1,1,678,9008.99,0,0
Jia Shi,Female,23,Beijing,10,1,0,1,571,3281.78,185850,0
Qiu Ba,Female,40,Beijing,3,2,1,0,654,32101.16,0,0
Zhang Ming,Male,37,Tianjin,10,2,0,1,807,32905.91,160036,0
Mao Xi,Male,44,Shanghai,3,2,0,1,811,14998.03,0,0
Ba Qiu,Male,32,Tianjin,3,2,0,0,596,7990.12,118952,0
Ye Xu,Male,31,Tianjin,3,2,0,1,697,23676.06,133831,0
Zheng Nengliang,Female,34,Beijing,9,1,1,1,785,13116.7,86472,0
Bao Qiao,Male,55,Beijing,9,1,1,0,587,12350.49,0,0
Ren Gui,Male,30,Beijing,1,1,1,1,523,26420.03,102313,0
Tian Tian,Female,44,Beijing,2,2,1,1,726,5111.63,0,0
Wu Zhihui,Female,45,Tianjin,5,2,1,0,665,9918.15,191201,1
Zhong Guoren,Female,36,Shanghai,6,1,0,0,616,2956.56,162743,0
Qi Fei,Female,41,Tianjin,3,4,1,0,847,3064.08,124899,1
Li Zhi,Male,35,Shanghai,2,1,1,0,635,17377.26,139771,0
Wu Shangui,Male,44,Shanghai,6,1,1,1,627,21887.1,0,0
Tian Tian,Female,42,Beijing,7,2,1,0,583,27540.92,0,0
